Ref,Val,Package,PosX,PosY,Rot,Side
"C1","100n","C_0805",85.090000,-93.257000,90.000000,top
"C2","100n","C_0805",105.410000,-93.257000,90.000000,top
"C3","100n","C_0805",119.380000,-93.257000,90.000000,top
"C4","100n","C_0805",139.700000,-93.257000,90.000000,top
"C5","100n","C_0805",157.480000,-93.257000,90.000000,top
"U1","AS4C4M4","SOP-24-26-300mil",129.540000,-89.662000,90.000000,top
"U2","AS4C4M4","SOP-24-26-300mil",95.250000,-89.662000,90.000000,top
